Contig	Element	Start	End	MG.type	ARGorf	ARG-MGE.distance	ARG-MGE.relation
GCA_001887825.1_ViralProj355304|KX857749.1	GCA_001887825.1_ViralProj355304|KX857749.1_281	250697	251305	endonuclease	GCA_001887825.1_ViralProj355304|KX857749.1_359	64076	away
GCA_001887825.1_ViralProj355304|KX857749.1	GCA_001887825.1_ViralProj355304|KX857749.1_292	265665	266477	endonuclease	GCA_001887825.1_ViralProj355304|KX857749.1_359	48904	away
GCA_001887825.1_ViralProj355304|KX857749.1	GCA_001887825.1_ViralProj355304|KX857749.1_324	292619	293305	transposase	GCA_001887825.1_ViralProj355304|KX857749.1_359	22076	away
GCA_001887825.1_ViralProj355304|KX857749.1	GCA_001887825.1_ViralProj355304|KX857749.1_45	40378	40863	endonuclease	GCA_001887825.1_ViralProj355304|KX857749.1_359	274518	away
GCA_001887825.1_ViralProj355304|KX857749.1	GCA_001887825.1_ViralProj355304|KX857749.1_55	52246	52740	endonuclease	GCA_001887825.1_ViralProj355304|KX857749.1_359	262641	away
GCA_001887825.1_ViralProj355304|KX857749.1	GCA_001887825.1_ViralProj355304|KX857749.1_63	60583	61395	endonuclease	GCA_001887825.1_ViralProj355304|KX857749.1_359	253986	away
GCA_001887825.1_ViralProj355304|KX857749.1	GCA_001887825.1_ViralProj355304|KX857749.1_72	66503	67309	recombinase	GCA_001887825.1_ViralProj355304|KX857749.1_359	248072	away
GCA_001907825.1_ViralProj357638|KY094066.1	GCA_001907825.1_ViralProj357638|KY094066.1_148	113209	113712	resolvase	GCA_001907825.1_ViralProj357638|KY094066.1_124	19102	away
GCA_001907825.1_ViralProj357638|KY094066.1	GCA_001907825.1_ViralProj357638|KY094066.1_80	56053	56652	endonuclease	GCA_001907825.1_ViralProj357638|KY094066.1_124	35806	away
GCA_001907825.1_ViralProj357638|KY094066.1	GCA_001907825.1_ViralProj357638|KY094066.1_81	56600	56815	endonuclease	GCA_001907825.1_ViralProj357638|KY094066.1_124	35643	away
GCA_001995575.1_ViralProj357483|LT671577.1	GCA_001995575.1_ViralProj357483|LT671577.1_295	261309	261842	endonuclease	GCA_001995575.1_ViralProj357483|LT671577.1_13	248064	away
GCA_001995575.1_ViralProj357483|LT671577.1	GCA_001995575.1_ViralProj357483|LT671577.1_304	268633	269937	endonuclease	GCA_001995575.1_ViralProj357483|LT671577.1_13	255388	away
GCA_001995575.1_ViralProj357483|LT671577.1	GCA_001995575.1_ViralProj357483|LT671577.1_458	408082	409749	endonuclease	GCA_001995575.1_ViralProj357483|LT671577.1_13	394837	away
GCA_001995575.1_ViralProj357483|LT671577.1	GCA_001995575.1_ViralProj357483|LT671577.1_13	16495	17583	endonuclease	GCA_001995575.1_ViralProj357483|LT671577.1_132	94708	away
GCA_001995575.1_ViralProj357483|LT671577.1	GCA_001995575.1_ViralProj357483|LT671577.1_295	261309	261842	endonuclease	GCA_001995575.1_ViralProj357483|LT671577.1_132	148485	away
GCA_001995575.1_ViralProj357483|LT671577.1	GCA_001995575.1_ViralProj357483|LT671577.1_304	268633	269937	endonuclease	GCA_001995575.1_ViralProj357483|LT671577.1_132	155809	away
GCA_001995575.1_ViralProj357483|LT671577.1	GCA_001995575.1_ViralProj357483|LT671577.1_458	408082	409749	endonuclease	GCA_001995575.1_ViralProj357483|LT671577.1_132	295258	away
GCA_001995575.1_ViralProj357483|LT671577.1	GCA_001995575.1_ViralProj357483|LT671577.1_13	16495	17583	endonuclease	GCA_001995575.1_ViralProj357483|LT671577.1_546	448857	away
GCA_001995575.1_ViralProj357483|LT671577.1	GCA_001995575.1_ViralProj357483|LT671577.1_295	261309	261842	endonuclease	GCA_001995575.1_ViralProj357483|LT671577.1_546	204598	away
GCA_001995575.1_ViralProj357483|LT671577.1	GCA_001995575.1_ViralProj357483|LT671577.1_304	268633	269937	endonuclease	GCA_001995575.1_ViralProj357483|LT671577.1_546	196503	away
GCA_001995575.1_ViralProj357483|LT671577.1	GCA_001995575.1_ViralProj357483|LT671577.1_458	408082	409749	endonuclease	GCA_001995575.1_ViralProj357483|LT671577.1_546	56691	away
GCA_002005685.1_ViralProj376058|KX066233.1	GCA_002005685.1_ViralProj376058|KX066233.1_1	86	1174	endonuclease	GCA_002005685.1_ViralProj376058|KX066233.1_452	341235	away
GCA_002005685.1_ViralProj376058|KX066233.1	GCA_002005685.1_ViralProj376058|KX066233.1_127	90584	91663	endonuclease	GCA_002005685.1_ViralProj376058|KX066233.1_452	250746	away
GCA_002005685.1_ViralProj376058|KX066233.1	GCA_002005685.1_ViralProj376058|KX066233.1_149	113342	113563	endonuclease	GCA_002005685.1_ViralProj376058|KX066233.1_452	228846	away
GCA_002005685.1_ViralProj376058|KX066233.1	GCA_002005685.1_ViralProj376058|KX066233.1_173	133146	134792	endonuclease	GCA_002005685.1_ViralProj376058|KX066233.1_452	207617	away
GCA_002005685.1_ViralProj376058|KX066233.1	GCA_002005685.1_ViralProj376058|KX066233.1_175	135526	136389	endonuclease	GCA_002005685.1_ViralProj376058|KX066233.1_452	206020	away
GCA_002005685.1_ViralProj376058|KX066233.1	GCA_002005685.1_ViralProj376058|KX066233.1_215	165170	166600	endonuclease	GCA_002005685.1_ViralProj376058|KX066233.1_452	175809	away
GCA_002005685.1_ViralProj376058|KX066233.1	GCA_002005685.1_ViralProj376058|KX066233.1_229	175711	177426	endonuclease	GCA_002005685.1_ViralProj376058|KX066233.1_452	164983	away
GCA_002005685.1_ViralProj376058|KX066233.1	GCA_002005685.1_ViralProj376058|KX066233.1_253	198977	200386	endonuclease	GCA_002005685.1_ViralProj376058|KX066233.1_452	142023	away
GCA_002005685.1_ViralProj376058|KX066233.1	GCA_002005685.1_ViralProj376058|KX066233.1_287	229613	230704	endonuclease	GCA_002005685.1_ViralProj376058|KX066233.1_452	111705	away
GCA_002005685.1_ViralProj376058|KX066233.1	GCA_002005685.1_ViralProj376058|KX066233.1_355	279271	280110	endonuclease	GCA_002005685.1_ViralProj376058|KX066233.1_452	62299	away
GCA_002005685.1_ViralProj376058|KX066233.1	GCA_002005685.1_ViralProj376058|KX066233.1_431	330028	331527	endonuclease	GCA_002005685.1_ViralProj376058|KX066233.1_452	10882	away
GCA_002005685.1_ViralProj376058|KX066233.1	GCA_002005685.1_ViralProj376058|KX066233.1_469	361931	363436	endonuclease	GCA_002005685.1_ViralProj376058|KX066233.1_452	18290	away
GCA_002005685.1_ViralProj376058|KX066233.1	GCA_002005685.1_ViralProj376058|KX066233.1_471	365206	366279	endonuclease	GCA_002005685.1_ViralProj376058|KX066233.1_452	21565	away
GCA_002005685.1_ViralProj376058|KX066233.1	GCA_002005685.1_ViralProj376058|KX066233.1_56	41787	42152	endonuclease	GCA_002005685.1_ViralProj376058|KX066233.1_452	300257	away
GCA_002005685.1_ViralProj376058|KX066233.1	GCA_002005685.1_ViralProj376058|KX066233.1_71	51147	51977	endonuclease	GCA_002005685.1_ViralProj376058|KX066233.1_452	290432	away
GCA_002005685.1_ViralProj376058|KX066233.1	GCA_002005685.1_ViralProj376058|KX066233.1_85	63904	65457	endonuclease	GCA_002005685.1_ViralProj376058|KX066233.1_452	276952	away
GCA_002116175.1_ViralProj381648|KX552040.1	GCA_002116175.1_ViralProj381648|KX552040.1_105	91954	92745	endonuclease	GCA_002116175.1_ViralProj381648|KX552040.1_318	139281	away
GCA_002116175.1_ViralProj381648|KX552040.1	GCA_002116175.1_ViralProj381648|KX552040.1_144	126497	127738	transposase	GCA_002116175.1_ViralProj381648|KX552040.1_318	104288	away
GCA_002116175.1_ViralProj381648|KX552040.1	GCA_002116175.1_ViralProj381648|KX552040.1_339	256919	257800	endonuclease	GCA_002116175.1_ViralProj381648|KX552040.1_318	24345	away
GCA_002116175.1_ViralProj381648|KX552040.1	GCA_002116175.1_ViralProj381648|KX552040.1_363	274710	275876	recombinase	GCA_002116175.1_ViralProj381648|KX552040.1_318	42136	away
GCA_002116175.1_ViralProj381648|KX552040.1	GCA_002116175.1_ViralProj381648|KX552040.1_84	69748	70968	transposase	GCA_002116175.1_ViralProj381648|KX552040.1_318	161058	away
GCA_002116175.1_ViralProj381648|KX552040.1	IS200/IS605	69748	70968	IS	GCA_002116175.1_ViralProj381648|KX552040.1_318	161058	away
GCA_002116175.1_ViralProj381648|KX552040.1	IS200/IS605	125961	127738	IS	GCA_002116175.1_ViralProj381648|KX552040.1_318	104288	away
GCA_002219465.1_ViralProj394314|KY382358.2	GCA_002219465.1_ViralProj394314|KY382358.2_91	95637	96074	resolvase	GCA_002219465.1_ViralProj394314|KY382358.2_70	19826	away
GCA_002270885.1_ViralProj399945|MF001304.1	GCA_002270885.1_ViralProj399945|MF001304.1_140	135267	135785	resolvase	GCA_002270885.1_ViralProj399945|MF001304.1_116	19527	away
GCA_002354965.1_ViralProj406966|MF503315.1	GCA_002354965.1_ViralProj406966|MF503315.1_111	117195	117731	resolvase	GCA_002354965.1_ViralProj406966|MF503315.1_97	19451	away
GCA_002354985.1_ViralProj395094|KY747497.1	GCA_002354985.1_ViralProj395094|KY747497.1_121	111038	111565	resolvase	GCA_002354985.1_ViralProj395094|KY747497.1_98	19377	away
GCA_002354985.1_ViralProj395094|KY747497.1	GCA_002354985.1_ViralProj395094|KY747497.1_35	25682	26362	recombinase	GCA_002354985.1_ViralProj395094|KY747497.1_98	63620	away
GCA_002892525.1_ASM289252v1|LT906555.1	GCA_002892525.1_ASM289252v1|LT906555.1_1149	1290670	1291479	endonuclease	GCA_002892525.1_ASM289252v1|LT906555.1_354	894292	away
GCA_002892525.1_ASM289252v1|LT906555.1	GCA_002892525.1_ASM289252v1|LT906555.1_1220	1368335	1368901	endonuclease	GCA_002892525.1_ASM289252v1|LT906555.1_354	971957	away
GCA_002892525.1_ASM289252v1|LT906555.1	GCA_002892525.1_ASM289252v1|LT906555.1_1237	1386651	1387403	recombinase	GCA_002892525.1_ASM289252v1|LT906555.1_354	990273	away
GCA_002892525.1_ASM289252v1|LT906555.1	GCA_002892525.1_ASM289252v1|LT906555.1_242	266814	267179	endonuclease	GCA_002892525.1_ASM289252v1|LT906555.1_354	125945	away
GCA_002892525.1_ASM289252v1|LT906555.1	GCA_002892525.1_ASM289252v1|LT906555.1_336	375186	376052	endonuclease	GCA_002892525.1_ASM289252v1|LT906555.1_354	17072	away
GCA_002892525.1_ASM289252v1|LT906555.1	GCA_002892525.1_ASM289252v1|LT906555.1_360	397161	397727	endonuclease	GCA_002892525.1_ASM289252v1|LT906555.1_354	783	away
GCA_002892525.1_ASM289252v1|LT906555.1	GCA_002892525.1_ASM289252v1|LT906555.1_510	542088	543212	endonuclease	GCA_002892525.1_ASM289252v1|LT906555.1_354	145710	away
GCA_002892525.1_ASM289252v1|LT906555.1	GCA_002892525.1_ASM289252v1|LT906555.1_527	562970	564157	endonuclease	GCA_002892525.1_ASM289252v1|LT906555.1_354	166592	away
GCA_002892525.1_ASM289252v1|LT906555.1	GCA_002892525.1_ASM289252v1|LT906555.1_801	873110	874219	endonuclease	GCA_002892525.1_ASM289252v1|LT906555.1_354	476732	away
GCA_002892525.1_ASM289252v1|LT906555.1	GCA_002892525.1_ASM289252v1|LT906555.1_886	962433	963326	endonuclease	GCA_002892525.1_ASM289252v1|LT906555.1_354	566055	away
GCA_002892525.1_ASM289252v1|LT906555.1	GCA_002892525.1_ASM289252v1|LT906555.1_95	97431	98435	endonuclease	GCA_002892525.1_ASM289252v1|LT906555.1_354	294689	away
GCA_002924545.1_ASM292454v1|KU877344.1	GCA_002924545.1_ASM292454v1|KU877344.1_1088	1180931	1183027	endonuclease	GCA_002924545.1_ASM292454v1|KU877344.1_351	822155	away
GCA_002924545.1_ASM292454v1|KU877344.1	GCA_002924545.1_ASM292454v1|KU877344.1_118	112333	113043	endonuclease	GCA_002924545.1_ASM292454v1|KU877344.1_351	242434	away
GCA_002924545.1_ASM292454v1|KU877344.1	GCA_002924545.1_ASM292454v1|KU877344.1_230	213304	214308	endonuclease	GCA_002924545.1_ASM292454v1|KU877344.1_351	141169	away
GCA_002924545.1_ASM292454v1|KU877344.1	GCA_002924545.1_ASM292454v1|KU877344.1_265	245928	246758	endonuclease	GCA_002924545.1_ASM292454v1|KU877344.1_351	108719	away
GCA_002924545.1_ASM292454v1|KU877344.1	GCA_002924545.1_ASM292454v1|KU877344.1_333	331045	332115	endonuclease	GCA_002924545.1_ASM292454v1|KU877344.1_351	23362	away
GCA_002924545.1_ASM292454v1|KU877344.1	GCA_002924545.1_ASM292454v1|KU877344.1_336	334685	335605	endonuclease	GCA_002924545.1_ASM292454v1|KU877344.1_351	19872	away
GCA_002924545.1_ASM292454v1|KU877344.1	GCA_002924545.1_ASM292454v1|KU877344.1_371	380653	381429	endonuclease	GCA_002924545.1_ASM292454v1|KU877344.1_351	21877	away
GCA_002924545.1_ASM292454v1|KU877344.1	GCA_002924545.1_ASM292454v1|KU877344.1_453	486007	487035	endonuclease	GCA_002924545.1_ASM292454v1|KU877344.1_351	127231	away
GCA_002924545.1_ASM292454v1|KU877344.1	GCA_002924545.1_ASM292454v1|KU877344.1_502	545715	546536	endonuclease	GCA_002924545.1_ASM292454v1|KU877344.1_351	186939	away
GCA_002924545.1_ASM292454v1|KU877344.1	GCA_002924545.1_ASM292454v1|KU877344.1_505	547831	549144	endonuclease	GCA_002924545.1_ASM292454v1|KU877344.1_351	189055	away
GCA_002924545.1_ASM292454v1|KU877344.1	GCA_002924545.1_ASM292454v1|KU877344.1_543	601232	602818	endonuclease|recombinase	GCA_002924545.1_ASM292454v1|KU877344.1_351	242456	away
GCA_002924545.1_ASM292454v1|KU877344.1	GCA_002924545.1_ASM292454v1|KU877344.1_543	601232	602818	endonuclease|recombinase	GCA_002924545.1_ASM292454v1|KU877344.1_351	242456	away
GCA_002924545.1_ASM292454v1|KU877344.1	GCA_002924545.1_ASM292454v1|KU877344.1_586	663049	666723	endonuclease	GCA_002924545.1_ASM292454v1|KU877344.1_351	304273	away
GCA_002924545.1_ASM292454v1|KU877344.1	GCA_002924545.1_ASM292454v1|KU877344.1_604	682228	683136	endonuclease	GCA_002924545.1_ASM292454v1|KU877344.1_351	323452	away
GCA_002924545.1_ASM292454v1|KU877344.1	GCA_002924545.1_ASM292454v1|KU877344.1_670	771626	772156	endonuclease	GCA_002924545.1_ASM292454v1|KU877344.1_351	412850	away
GCA_002966215.1_ASM296621v1|KY684086.1	GCA_002966215.1_ASM296621v1|KY684086.1_125	138234	138599	transposase	GCA_002966215.1_ASM296621v1|KY684086.1_38	91929	away
GCA_002966215.1_ASM296621v1|KY684086.1	GCA_002966215.1_ASM296621v1|KY684086.1_127	141208	142146	endonuclease|transposase	GCA_002966215.1_ASM296621v1|KY684086.1_38	94903	away
GCA_002966215.1_ASM296621v1|KY684086.1	GCA_002966215.1_ASM296621v1|KY684086.1_127	141208	142146	endonuclease|transposase	GCA_002966215.1_ASM296621v1|KY684086.1_38	94903	away
GCA_002966215.1_ASM296621v1|KY684086.1	GCA_002966215.1_ASM296621v1|KY684086.1_128	142326	143357	endonuclease|transposase	GCA_002966215.1_ASM296621v1|KY684086.1_38	96021	away
GCA_002966215.1_ASM296621v1|KY684086.1	GCA_002966215.1_ASM296621v1|KY684086.1_128	142326	143357	endonuclease|transposase	GCA_002966215.1_ASM296621v1|KY684086.1_38	96021	away
GCA_002966215.1_ASM296621v1|KY684086.1	GCA_002966215.1_ASM296621v1|KY684086.1_131	144527	146551	transposase	GCA_002966215.1_ASM296621v1|KY684086.1_38	98222	away
GCA_002966215.1_ASM296621v1|KY684086.1	GCA_002966215.1_ASM296621v1|KY684086.1_23	28908	30038	endonuclease	GCA_002966215.1_ASM296621v1|KY684086.1_38	12986	away
GCA_002966215.1_ASM296621v1|KY684086.1	IS200/IS605	138234	138599	IS	GCA_002966215.1_ASM296621v1|KY684086.1_38	91929	away
GCA_002966215.1_ASM296621v1|KY684086.1	IS630	141155	142149	IS	GCA_002966215.1_ASM296621v1|KY684086.1_38	94850	away
GCA_002966215.1_ASM296621v1|KY684086.1	IS630	141905	143506	IS	GCA_002966215.1_ASM296621v1|KY684086.1_38	95600	away
GCA_002966215.1_ASM296621v1|KY684089.1	GCA_002966215.1_ASM296621v1|KY684089.1_29	28176	28388	transposase	GCA_002966215.1_ASM296621v1|KY684089.1_11	17879	away
GCA_002966215.1_ASM296621v1|KY684089.1	GCA_002966215.1_ASM296621v1|KY684089.1_5	5646	6098	endonuclease	GCA_002966215.1_ASM296621v1|KY684089.1_11	2559	away
GCA_002966235.1_ASM296623v1|KY684083.1	GCA_002966235.1_ASM296623v1|KY684083.1_35	49981	50667	transposase	GCA_002966235.1_ASM296623v1|KY684083.1_883	859710	away
GCA_002966235.1_ASM296623v1|KY684083.1	GCA_002966235.1_ASM296623v1|KY684083.1_35	49981	50667	integrase	GCA_002966235.1_ASM296623v1|KY684083.1_883	859710	away
GCA_002966235.1_ASM296623v1|KY684083.1	GCA_002966235.1_ASM296623v1|KY684083.1_1023	1033792	1034571	transposase	GCA_002966235.1_ASM296623v1|KY684083.1_883	122822	away
GCA_002966235.1_ASM296623v1|KY684083.1	GCA_002966235.1_ASM296623v1|KY684083.1_1040	1048541	1049320	transposase	GCA_002966235.1_ASM296623v1|KY684083.1_883	137571	away
GCA_002966235.1_ASM296623v1|KY684083.1	GCA_002966235.1_ASM296623v1|KY684083.1_1051	1063295	1064158	transposase	GCA_002966235.1_ASM296623v1|KY684083.1_883	152325	away
GCA_002966235.1_ASM296623v1|KY684083.1	GCA_002966235.1_ASM296623v1|KY684083.1_1061	1073287	1074033	endonuclease	GCA_002966235.1_ASM296623v1|KY684083.1_883	162317	away
GCA_002966235.1_ASM296623v1|KY684083.1	GCA_002966235.1_ASM296623v1|KY684083.1_1067	1078589	1079431	endonuclease	GCA_002966235.1_ASM296623v1|KY684083.1_883	167619	away
GCA_002966235.1_ASM296623v1|KY684083.1	GCA_002966235.1_ASM296623v1|KY684083.1_1096	1112702	1113493	endonuclease	GCA_002966235.1_ASM296623v1|KY684083.1_883	201732	away
GCA_002966235.1_ASM296623v1|KY684083.1	GCA_002966235.1_ASM296623v1|KY684083.1_20	31898	32563	endonuclease	GCA_002966235.1_ASM296623v1|KY684083.1_883	877814	away
GCA_002966235.1_ASM296623v1|KY684083.1	GCA_002966235.1_ASM296623v1|KY684083.1_323	340754	342139	transposase	GCA_002966235.1_ASM296623v1|KY684083.1_883	568238	away
GCA_002966235.1_ASM296623v1|KY684083.1	GCA_002966235.1_ASM296623v1|KY684083.1_37	49981	50667	resolvase	GCA_002966235.1_ASM296623v1|KY684083.1_883	859710	away
GCA_002966235.1_ASM296623v1|KY684083.1	GCA_002966235.1_ASM296623v1|KY684083.1_38	50791	52371	transposase	GCA_002966235.1_ASM296623v1|KY684083.1_883	858006	away
GCA_002966235.1_ASM296623v1|KY684083.1	GCA_002966235.1_ASM296623v1|KY684083.1_42	56779	58752	endonuclease	GCA_002966235.1_ASM296623v1|KY684083.1_883	851625	away
GCA_002966235.1_ASM296623v1|KY684083.1	GCA_002966235.1_ASM296623v1|KY684083.1_460	464424	465155	endonuclease	GCA_002966235.1_ASM296623v1|KY684083.1_883	445222	away
GCA_002966235.1_ASM296623v1|KY684083.1	GCA_002966235.1_ASM296623v1|KY684083.1_541	548157	548483	endonuclease	GCA_002966235.1_ASM296623v1|KY684083.1_883	361894	away
GCA_002966235.1_ASM296623v1|KY684083.1	GCA_002966235.1_ASM296623v1|KY684083.1_567	584153	585529	transposase	GCA_002966235.1_ASM296623v1|KY684083.1_883	324848	away
GCA_002966235.1_ASM296623v1|KY684083.1	GCA_002966235.1_ASM296623v1|KY684083.1_633	642616	643992	transposase	GCA_002966235.1_ASM296623v1|KY684083.1_883	266385	away
GCA_002966235.1_ASM296623v1|KY684083.1	GCA_002966235.1_ASM296623v1|KY684083.1_64	81807	82403	endonuclease	GCA_002966235.1_ASM296623v1|KY684083.1_883	827974	away
GCA_002966235.1_ASM296623v1|KY684083.1	GCA_002966235.1_ASM296623v1|KY684083.1_649	655043	655753	endonuclease	GCA_002966235.1_ASM296623v1|KY684083.1_883	254624	away
GCA_002966235.1_ASM296623v1|KY684083.1	GCA_002966235.1_ASM296623v1|KY684083.1_66	84861	85934	endonuclease	GCA_002966235.1_ASM296623v1|KY684083.1_883	824443	away
GCA_002966235.1_ASM296623v1|KY684083.1	GCA_002966235.1_ASM296623v1|KY684083.1_778	792120	792563	endonuclease	GCA_002966235.1_ASM296623v1|KY684083.1_883	117814	away
GCA_002966235.1_ASM296623v1|KY684083.1	GCA_002966235.1_ASM296623v1|KY684083.1_830	852394	853782	transposase	GCA_002966235.1_ASM296623v1|KY684083.1_883	56595	away
GCA_002966235.1_ASM296623v1|KY684083.1	GCA_002966235.1_ASM296623v1|KY684083.1_973	985484	986284	endonuclease	GCA_002966235.1_ASM296623v1|KY684083.1_883	74514	away
GCA_002966235.1_ASM296623v1|KY684083.1	IS607	50731	53121	IS	GCA_002966235.1_ASM296623v1|KY684083.1_883	857256	away
GCA_002966235.1_ASM296623v1|KY684083.1	IS607	340651	342213	IS	GCA_002966235.1_ASM296623v1|KY684083.1_883	568164	away
GCA_002966235.1_ASM296623v1|KY684083.1	IS607	584053	585896	IS	GCA_002966235.1_ASM296623v1|KY684083.1_883	324481	away
GCA_002966235.1_ASM296623v1|KY684083.1	IS607	642513	644317	IS	GCA_002966235.1_ASM296623v1|KY684083.1_883	266060	away
GCA_002966235.1_ASM296623v1|KY684083.1	IS607	852069	853884	IS	GCA_002966235.1_ASM296623v1|KY684083.1_883	56493	away
GCA_002966235.1_ASM296623v1|KY684083.1	IS5	1033575	1034712	IS	GCA_002966235.1_ASM296623v1|KY684083.1_883	122605	away
GCA_002966235.1_ASM296623v1|KY684083.1	IS5	1048326	1049459	IS	GCA_002966235.1_ASM296623v1|KY684083.1_883	137356	away
GCA_002966235.1_ASM296623v1|KY684083.1	IS5	1063181	1064364	IS	GCA_002966235.1_ASM296623v1|KY684083.1_883	152211	away
GCA_002966235.1_ASM296623v1|KY684084.1	GCA_002966235.1_ASM296623v1|KY684084.1_147	155297	156160	transposase	GCA_002966235.1_ASM296623v1|KY684084.1_141	4732	away
GCA_002966235.1_ASM296623v1|KY684084.1	GCA_002966235.1_ASM296623v1|KY684084.1_161	170188	172146	endonuclease	GCA_002966235.1_ASM296623v1|KY684084.1_141	19623	away
GCA_002966235.1_ASM296623v1|KY684084.1	GCA_002966235.1_ASM296623v1|KY684084.1_167	175904	177220	endonuclease	GCA_002966235.1_ASM296623v1|KY684084.1_141	25339	away
GCA_002966235.1_ASM296623v1|KY684084.1	GCA_002966235.1_ASM296623v1|KY684084.1_204	221721	223724	endonuclease|recombinase	GCA_002966235.1_ASM296623v1|KY684084.1_141	71156	away
GCA_002966235.1_ASM296623v1|KY684084.1	GCA_002966235.1_ASM296623v1|KY684084.1_204	221721	223724	endonuclease|recombinase	GCA_002966235.1_ASM296623v1|KY684084.1_141	71156	away
GCA_002966235.1_ASM296623v1|KY684084.1	GCA_002966235.1_ASM296623v1|KY684084.1_258	291740	295687	endonuclease	GCA_002966235.1_ASM296623v1|KY684084.1_141	141175	away
GCA_002966235.1_ASM296623v1|KY684084.1	GCA_002966235.1_ASM296623v1|KY684084.1_294	330270	331334	resolvase	GCA_002966235.1_ASM296623v1|KY684084.1_141	179705	away
GCA_002966235.1_ASM296623v1|KY684084.1	GCA_002966235.1_ASM296623v1|KY684084.1_63	66777	67772	endonuclease	GCA_002966235.1_ASM296623v1|KY684084.1_141	81594	away
GCA_002966235.1_ASM296623v1|KY684084.1	IS5	155182	156367	IS	GCA_002966235.1_ASM296623v1|KY684084.1_141	4617	away
GCA_002966235.1_ASM296623v1|KY684084.1	GCA_002966235.1_ASM296623v1|KY684084.1_147	155297	156160	transposase	GCA_002966235.1_ASM296623v1|KY684084.1_149	1383	away
GCA_002966235.1_ASM296623v1|KY684084.1	GCA_002966235.1_ASM296623v1|KY684084.1_161	170188	172146	endonuclease	GCA_002966235.1_ASM296623v1|KY684084.1_149	9436	away
GCA_002966235.1_ASM296623v1|KY684084.1	GCA_002966235.1_ASM296623v1|KY684084.1_167	175904	177220	endonuclease	GCA_002966235.1_ASM296623v1|KY684084.1_149	15152	away
GCA_002966235.1_ASM296623v1|KY684084.1	GCA_002966235.1_ASM296623v1|KY684084.1_204	221721	223724	endonuclease|recombinase	GCA_002966235.1_ASM296623v1|KY684084.1_149	60969	away
GCA_002966235.1_ASM296623v1|KY684084.1	GCA_002966235.1_ASM296623v1|KY684084.1_204	221721	223724	endonuclease|recombinase	GCA_002966235.1_ASM296623v1|KY684084.1_149	60969	away
GCA_002966235.1_ASM296623v1|KY684084.1	GCA_002966235.1_ASM296623v1|KY684084.1_258	291740	295687	endonuclease	GCA_002966235.1_ASM296623v1|KY684084.1_149	130988	away
GCA_002966235.1_ASM296623v1|KY684084.1	GCA_002966235.1_ASM296623v1|KY684084.1_294	330270	331334	resolvase	GCA_002966235.1_ASM296623v1|KY684084.1_149	169518	away
GCA_002966235.1_ASM296623v1|KY684084.1	GCA_002966235.1_ASM296623v1|KY684084.1_63	66777	67772	endonuclease	GCA_002966235.1_ASM296623v1|KY684084.1_149	89771	away
GCA_002966235.1_ASM296623v1|KY684084.1	IS5	155182	156367	IS	GCA_002966235.1_ASM296623v1|KY684084.1_149	1176	away
GCA_002966255.1_ASM296625v1|KY684105.1	GCA_002966255.1_ASM296625v1|KY684105.1_95	134856	136751	endonuclease|recombinase	GCA_002966255.1_ASM296625v1|KY684105.1_137	49371	away
GCA_002966255.1_ASM296625v1|KY684105.1	GCA_002966255.1_ASM296625v1|KY684105.1_95	134856	136751	endonuclease|recombinase	GCA_002966255.1_ASM296625v1|KY684105.1_137	49371	away
GCA_002966255.1_ASM296625v1|KY684105.1	GCA_002966255.1_ASM296625v1|KY684105.1_95	134856	136751	endonuclease|recombinase	GCA_002966255.1_ASM296625v1|KY684105.1_243	194175	away
GCA_002966255.1_ASM296625v1|KY684105.1	GCA_002966255.1_ASM296625v1|KY684105.1_95	134856	136751	endonuclease|recombinase	GCA_002966255.1_ASM296625v1|KY684105.1_243	194175	away
GCA_002966275.1_ASM296627v1|KY684109.1	GCA_002966275.1_ASM296627v1|KY684109.1_115	131992	133266	endonuclease	GCA_002966275.1_ASM296627v1|KY684109.1_140	15333	away
GCA_002966275.1_ASM296627v1|KY684109.1	GCA_002966275.1_ASM296627v1|KY684109.1_157	172053	173327	endonuclease	GCA_002966275.1_ASM296627v1|KY684109.1_140	20179	away
GCA_002966275.1_ASM296627v1|KY684109.1	GCA_002966275.1_ASM296627v1|KY684109.1_219	244615	246525	endonuclease|recombinase	GCA_002966275.1_ASM296627v1|KY684109.1_140	92741	away
GCA_002966275.1_ASM296627v1|KY684109.1	GCA_002966275.1_ASM296627v1|KY684109.1_219	244615	246525	endonuclease|recombinase	GCA_002966275.1_ASM296627v1|KY684109.1_140	92741	away
GCA_002966275.1_ASM296627v1|KY684109.1	GCA_002966275.1_ASM296627v1|KY684109.1_223	248113	249846	endonuclease	GCA_002966275.1_ASM296627v1|KY684109.1_140	96239	away
GCA_002966275.1_ASM296627v1|KY684109.1	GCA_002966275.1_ASM296627v1|KY684109.1_246	271317	272900	endonuclease	GCA_002966275.1_ASM296627v1|KY684109.1_140	119443	away
GCA_002966275.1_ASM296627v1|KY684109.1	GCA_002966275.1_ASM296627v1|KY684109.1_31	31144	32439	endonuclease	GCA_002966275.1_ASM296627v1|KY684109.1_140	116160	away
GCA_002966275.1_ASM296627v1|KY684109.1	GCA_002966275.1_ASM296627v1|KY684109.1_46	59125	60162	endonuclease	GCA_002966275.1_ASM296627v1|KY684109.1_140	88437	away
