Contig	Element	Start	End	MG.type	ARGorf	ARG-MGE.distance	ARG-MGE.relation
DTR_262133	DTR_262133_43	23162	25501	recombinase	DTR_262133_16	11970	away
DTR_262133	DTR_262133_7	5770	6306	endonuclease|resolvase	DTR_262133_16	4356	away
DTR_262133	DTR_262133_7	5770	6306	endonuclease|resolvase	DTR_262133_16	4356	away
DTR_262133	DTR_262133_77	43112	43663	endonuclease	DTR_262133_16	31920	away
DTR_262842	DTR_262842_56	53965	55086	recombinase	DTR_262842_154	50244	away
DTR_262842	DTR_262842_84	70292	71140	transposase	DTR_262842_154	34190	away
DTR_262842	DTR_262842_110	81212	81775	endonuclease	DTR_262842_154	23555	away
DTR_262842	DTR_262842_55	53024	53968	resolvase	DTR_262842_154	51362	away
DTR_262842	DTR_262842_56	53965	55086	recombinase	DTR_262842_154	50244	away
DTR_262842	DTR_262842_84	70292	71140	transposase	DTR_262842_154	34190	away
DTR_262842	DTR_262842_56	53965	55086	recombinase	DTR_262842_75	10635	away
DTR_262842	DTR_262842_84	70292	71140	transposase	DTR_262842_75	3612	away
DTR_262842	DTR_262842_110	81212	81775	endonuclease	DTR_262842_75	14532	away
DTR_262842	DTR_262842_55	53024	53968	resolvase	DTR_262842_75	11753	away
DTR_262842	DTR_262842_56	53965	55086	recombinase	DTR_262842_75	10635	away
DTR_262842	DTR_262842_84	70292	71140	transposase	DTR_262842_75	3612	away
DTR_266050	DTR_266050_28	17454	21083	resolvase	DTR_266050_16	5516	away
DTR_266050	DTR_266050_87	50577	51230	endonuclease	DTR_266050_16	38639	away
DTR_267146	DTR_267146_55	36450	36908	resolvase	DTR_267146_39	7460	away
DTR_267146	DTR_267146_4	846	2021	integrase	DTR_267146_39	26169	away
DTR_267146	DTR_267146_54	35738	36274	endonuclease	DTR_267146_39	6748	away
DTR_268112	DTR_268112_48	29685	29942	endonuclease	DTR_268112_28	7540	away
DTR_270207	DTR_270207_122	74738	75217	endonuclease	DTR_270207_58	30704	away
DTR_270207	DTR_270207_49	34381	37314	endonuclease	DTR_270207_58	6274	away
DTR_270207	IS21	77832	82058	IS	DTR_270207_58	33798	away
DTR_271807	DTR_271807_8	6820	7536	endonuclease	DTR_271807_137	91419	away
DTR_273983	DTR_273983_4	1366	2253	endonuclease|resolvase	DTR_273983_43	29235	away
DTR_273983	DTR_273983_4	1366	2253	endonuclease|resolvase	DTR_273983_43	29235	away
DTR_273983	DTR_273983_8	4784	5731	endonuclease	DTR_273983_43	25757	away
DTR_274727	DTR_274727_122	79345	80178	endonuclease	DTR_274727_132	5124	away
DTR_274727	DTR_274727_25	25132	25668	endonuclease	DTR_274727_132	59634	away
DTR_274727	DTR_274727_39	40546	41037	endonuclease	DTR_274727_132	44265	away
DTR_281301	DTR_281301_150	100580	101452	relaxase	DTR_281301_16	89395	away
DTR_281301	DTR_281301_10	6080	6610	endonuclease	DTR_281301_16	4084	away
DTR_281301	DTR_281301_141	94030	94545	endonuclease	DTR_281301_16	82845	away
DTR_281301	DTR_281301_146	96118	96828	endonuclease	DTR_281301_16	84933	away
DTR_281301	DTR_281301_151	101708	102724	integrase	DTR_281301_16	90523	away
DTR_281301	DTR_281301_162	111294	112094	endonuclease	DTR_281301_16	100109	away
DTR_281301	DTR_281301_167	115162	116238	endonuclease	DTR_281301_16	103977	away
DTR_281301	DTR_281301_184	128528	129517	integrase	DTR_281301_16	117343	away
DTR_281301	DTR_281301_41	26848	27222	endonuclease	DTR_281301_16	15663	away
DTR_281301	DTR_281301_48	31103	31810	endonuclease	DTR_281301_16	19918	away
DTR_281301	DTR_281301_6	2605	3165	endonuclease	DTR_281301_16	7529	away
DTR_281301	DTR_281301_68	44539	45819	endonuclease	DTR_281301_16	33354	away
DTR_285139	DTR_285139_119	68557	69186	endonuclease	DTR_285139_38	45749	away
DTR_285139	DTR_285139_207	115906	117579	endonuclease	DTR_285139_38	93098	away
DTR_285139	DTR_285139_209	118017	119081	endonuclease	DTR_285139_38	95209	away
DTR_285139	DTR_285139_221	124734	125501	endonuclease	DTR_285139_38	101926	away
DTR_285139	DTR_285139_48	26683	27564	resolvase	DTR_285139_38	3875	away
DTR_285139	DTR_285139_5	3334	3777	endonuclease	DTR_285139_38	18786	away
DTR_285139	DTR_285139_56	31656	32192	endonuclease	DTR_285139_38	8848	away
DTR_285751	DTR_285751_117	94563	95006	endonuclease	DTR_285751_396	193086	away
DTR_285751	DTR_285751_143	120679	121203	endonuclease	DTR_285751_396	166889	away
DTR_285751	DTR_285751_144	121227	123488	endonuclease	DTR_285751_396	164604	away
DTR_285751	DTR_285751_145	123481	124539	endonuclease	DTR_285751_396	163553	away
DTR_285751	DTR_285751_161	155286	156197	resolvase	DTR_285751_396	131895	away
DTR_285751	DTR_285751_207	189650	190231	endonuclease	DTR_285751_396	97861	away
DTR_285751	DTR_285751_225	200119	200439	endonuclease	DTR_285751_396	87653	away
DTR_285751	DTR_285751_232	206091	206972	endonuclease	DTR_285751_396	81120	away
DTR_285751	DTR_285751_238	209761	210366	endonuclease	DTR_285751_396	77726	away
DTR_285751	DTR_285751_31	19103	19810	endonuclease	DTR_285751_396	268282	away
DTR_296179	DTR_296179_114	98848	99708	resolvase	DTR_296179_171	23857	away
DTR_296179	DTR_296179_121	102458	102874	endonuclease	DTR_296179_171	20691	away
DTR_296179	DTR_296179_18	10485	10949	endonuclease	DTR_296179_171	112616	away
DTR_296179	DTR_296179_261	183863	184924	endonuclease	DTR_296179_171	59825	away
DTR_296179	DTR_296179_262	184924	186636	endonuclease	DTR_296179_171	60886	away
DTR_300153	DTR_300153_24	12524	13165	transposase	DTR_300153_57	28248	away
DTR_300153	DTR_300153_65	49234	50439	integrase	DTR_300153_57	6727	away
DTR_300153	DTR_300153_65	49234	50439	integrase	DTR_300153_57	6727	away
DTR_300318	DTR_300318_124	95040	96170	integrase	DTR_300318_27	76280	away
DTR_300318	DTR_300318_140	109295	110218	recombinase	DTR_300318_27	90535	away
DTR_300318	DTR_300318_3	456	1301	transposase	DTR_300318_27	16956	away
DTR_300318	DTR_300318_124	95040	96170	integrase	DTR_300318_27	76280	away
DTR_300318	DTR_300318_138	108082	109032	resolvase	DTR_300318_27	89322	away
DTR_300318	DTR_300318_140	109295	110218	recombinase	DTR_300318_27	90535	away
DTR_305180	DTR_305180_22	11494	12537	endonuclease	DTR_305180_374	222220	away
DTR_305180	DTR_305180_30	20021	20386	endonuclease	DTR_305180_374	214371	away
DTR_305180	DTR_305180_423	271905	273422	recombinase	DTR_305180_374	36636	away
DTR_305180	DTR_305180_448	290737	291573	resolvase	DTR_305180_374	55468	away
DTR_305180	DTR_305180_468	304255	304887	resolvase	DTR_305180_374	68986	away
DTR_309033	DTR_309033_36	27975	28346	endonuclease	DTR_309033_32	1541	away
DTR_311881	DTR_311881_221	131721	132920	recombinase	DTR_311881_74	61852	away
DTR_311881	DTR_311881_1	3	1865	endonuclease	DTR_311881_74	67504	away
DTR_311881	DTR_311881_11	9155	9931	endonuclease	DTR_311881_74	59438	away
DTR_311881	DTR_311881_139	92667	92936	recombinase	DTR_311881_74	22798	away
DTR_311881	DTR_311881_216	130019	130321	endonuclease	DTR_311881_74	60150	away
DTR_311881	DTR_311881_271	154916	155479	resolvase	DTR_311881_74	85047	away
DTR_311881	DTR_311881_45	52631	53131	endonuclease	DTR_311881_74	16238	away
DTR_314613	DTR_314613_45	26541	27560	recombinase	DTR_314613_50	2198	away
DTR_314613	DTR_314613_45	26541	27560	recombinase	DTR_314613_50	2198	away
DTR_317885	DTR_317885_105	80260	80865	endonuclease	DTR_317885_8	73418	away
DTR_317885	DTR_317885_378	296452	297471	resolvase	DTR_317885_8	289610	away
DTR_324190	DTR_324190_27	31336	32220	endonuclease|resolvase	DTR_324190_60	27585	away
DTR_324190	DTR_324190_27	31336	32220	endonuclease|resolvase	DTR_324190_60	27585	away
DTR_324190	DTR_324190_31	34732	35667	endonuclease	DTR_324190_60	24138	away
DTR_324190	DTR_324190_62	60973	61716	endonuclease	DTR_324190_60	683	away
DTR_324422	DTR_324422_63	40780	41196	endonuclease	DTR_324422_58	1277	away
DTR_324422	DTR_324422_68	44171	45100	recombinase	DTR_324422_58	4668	away
DTR_331749	DTR_331749_5	1103	1726	recombinase	DTR_331749_10	1336	away
DTR_331749	DTR_331749_5	1103	1726	endonuclease|recombinase	DTR_331749_10	1336	away
DTR_331749	DTR_331749_5	1103	1726	endonuclease|recombinase	DTR_331749_10	1336	away
DTR_345172	DTR_345172_38	21834	22379	endonuclease	DTR_345172_33	1446	away
DTR_345172	DTR_345172_39	22583	23680	integrase	DTR_345172_33	2195	away
DTR_345172	DTR_345172_50	28414	29202	recombinase	DTR_345172_33	8026	away
DTR_345820	DTR_345820_121	62420	63142	endonuclease	DTR_345820_148	30331	away
DTR_345820	DTR_345820_138	86578	87039	endonuclease	DTR_345820_148	6434	away
DTR_345820	DTR_345820_150	94225	94635	endonuclease	DTR_345820_148	252	away
DTR_345820	DTR_345820_155	96709	97572	resolvase	DTR_345820_148	2736	away
DTR_345820	DTR_345820_257	148614	150314	endonuclease	DTR_345820_148	54641	away
DTR_345820	DTR_345820_259	150541	151182	endonuclease	DTR_345820_148	56568	away
DTR_345820	DTR_345820_260	151224	152279	endonuclease	DTR_345820_148	57251	away
DTR_349808	DTR_349808_595	436581	437816	recombinase	DTR_349808_84	389028	away
DTR_349808	DTR_349808_350	196429	197403	endonuclease	DTR_349808_84	148876	away
DTR_349808	DTR_349808_464	277071	279446	endonuclease	DTR_349808_84	229518	away
DTR_349808	DTR_349808_469	285339	286868	transposase	DTR_349808_84	237786	away
DTR_349808	DTR_349808_538	381277	381561	endonuclease	DTR_349808_84	333724	away
DTR_349808	DTR_349808_555	396220	396963	endonuclease	DTR_349808_84	348667	away
DTR_349808	DTR_349808_560	400110	402416	endonuclease	DTR_349808_84	352557	away
DTR_349808	DTR_349808_561	402517	403452	endonuclease	DTR_349808_84	354964	away
DTR_349808	DTR_349808_567	409117	409800	endonuclease	DTR_349808_84	361564	away
DTR_349808	DTR_349808_583	424323	426194	resolvase	DTR_349808_84	376770	away
DTR_349808	DTR_349808_601	443545	444348	endonuclease	DTR_349808_84	395992	away
DTR_349808	DTR_349808_618	456659	457222	endonuclease	DTR_349808_84	409106	away
DTR_349808	DTR_349808_621	459611	460399	endonuclease	DTR_349808_84	412058	away
DTR_349808	DTR_349808_632	466404	466901	endonuclease	DTR_349808_84	418851	away
DTR_349808	DTR_349808_663	489737	490924	endonuclease	DTR_349808_84	442184	away
DTR_349808	DTR_349808_676	501094	502389	transposase	DTR_349808_84	453541	away
DTR_349808	IS200/IS605	284913	286868	IS	DTR_349808_84	237360	away
DTR_350690	DTR_350690_128	81247	81978	endonuclease	DTR_350690_17	66781	away
DTR_350690	DTR_350690_185	160726	161274	endonuclease	DTR_350690_17	146260	away
DTR_350690	DTR_350690_19	14919	15476	endonuclease	DTR_350690_17	453	away
DTR_350690	DTR_350690_33	25897	26436	endonuclease	DTR_350690_17	11431	away
DTR_350690	DTR_350690_40	29957	30385	endonuclease	DTR_350690_17	15491	away
DTR_352881	DTR_352881_163	144248	144730	endonuclease	DTR_352881_419	137358	away
DTR_352881	DTR_352881_193	166877	167710	endonuclease	DTR_352881_419	114378	away
DTR_352881	DTR_352881_422	283807	284643	resolvase	DTR_352881_419	1213	away
DTR_352881	DTR_352881_423	284725	285033	endonuclease	DTR_352881_419	2131	away
DTR_352881	DTR_352881_462	313184	313711	endonuclease	DTR_352881_419	30590	away
DTR_352881	DTR_352881_544	355773	356813	endonuclease	DTR_352881_419	73179	away
DTR_352881	DTR_352881_546	357051	358811	endonuclease	DTR_352881_419	74457	away
DTR_352881	DTR_352881_86	63228	63746	endonuclease	DTR_352881_419	218342	away
DTR_355707	DTR_355707_162	83646	84044	transposase	DTR_355707_428	250446	away
DTR_355707	DTR_355707_163	84135	85334	transposase	DTR_355707_428	249156	away
DTR_355707	DTR_355707_129	71845	73038	transposase	DTR_355707_428	261452	away
DTR_355707	DTR_355707_162	83646	84044	transposase	DTR_355707_428	250446	away
DTR_355707	DTR_355707_163	84135	85334	transposase	DTR_355707_428	249156	away
DTR_355707	DTR_355707_213	108993	110648	transposase	DTR_355707_428	223842	away
DTR_355707	DTR_355707_343	247582	248760	resolvase	DTR_355707_428	85730	away
DTR_355707	IS200/IS605	71845	72979	IS	DTR_355707_428	261511	away
DTR_355707	IS200/IS605	83646	85334	IS	DTR_355707_428	249156	away
DTR_355707	IS200/IS605	108578	110648	IS	DTR_355707_428	223842	away
DTR_356024	DTR_356024_155	172392	173417	integrase	DTR_356024_40	124626	away
DTR_356024	DTR_356024_20	26553	27578	integrase	DTR_356024_40	19655	away
DTR_356024	DTR_356024_129	143085	144317	recombinase	DTR_356024_40	95319	away
DTR_356024	DTR_356024_132	146517	147722	transposase	DTR_356024_40	98751	away
DTR_356024	DTR_356024_155	172392	173417	integrase|recombinase	DTR_356024_40	124626	away
DTR_356024	DTR_356024_155	172392	173417	integrase|recombinase	DTR_356024_40	124626	away
DTR_356024	DTR_356024_20	26553	27578	integrase|recombinase	DTR_356024_40	19655	away
DTR_356024	DTR_356024_20	26553	27578	integrase|recombinase	DTR_356024_40	19655	away
DTR_356024	DTR_356024_223	234538	235923	endonuclease	DTR_356024_40	186772	away
DTR_356024	DTR_356024_261	301483	302187	endonuclease	DTR_356024_40	253717	away
DTR_356024	IS200/IS605	146517	147765	IS	DTR_356024_40	98751	away
DTR_357414	DTR_357414_272	197880	199178	recombinase	DTR_357414_395	118782	away
DTR_357414	DTR_357414_295	227095	229326	endonuclease	DTR_357414_395	88634	away
DTR_357414	DTR_357414_348	281122	282255	endonuclease	DTR_357414_395	35705	away
DTR_357619	DTR_357619_59	53388	54689	recombinase	DTR_357619_197	70380	away
DTR_357619	DTR_357619_208	130679	131230	endonuclease	DTR_357619_197	4432	away
DTR_357619	DTR_357619_215	134075	134731	endonuclease	DTR_357619_197	7828	away
DTR_357619	DTR_357619_22	27435	28349	endonuclease	DTR_357619_197	96720	away
DTR_357619	DTR_357619_268	159909	160994	endonuclease	DTR_357619_197	33662	away
DTR_357619	DTR_357619_452	267255	268049	endonuclease	DTR_357619_197	141008	away
DTR_357619	DTR_357619_468	281240	282220	resolvase	DTR_357619_197	154993	away
DTR_357619	DTR_357619_470	283181	284827	endonuclease	DTR_357619_197	156934	away
DTR_357619	DTR_357619_529	327795	328535	endonuclease	DTR_357619_197	201548	away
DTR_357619	DTR_357619_59	53388	54689	recombinase	DTR_357619_197	70380	away
DTR_357619	DTR_357619_60	54718	55443	endonuclease	DTR_357619_197	69626	away
DTR_357619	DTR_357619_61	55444	57231	endonuclease	DTR_357619_197	67838	away
DTR_357619	DTR_357619_88	71547	72128	endonuclease	DTR_357619_197	52941	away
DTR_357619	DTR_357619_9	5654	7537	endonuclease	DTR_357619_197	117532	away
DTR_357619	DTR_357619_59	53388	54689	recombinase	DTR_357619_70	7033	away
DTR_357619	DTR_357619_208	130679	131230	endonuclease	DTR_357619_70	67914	away
DTR_357619	DTR_357619_215	134075	134731	endonuclease	DTR_357619_70	71310	away
DTR_357619	DTR_357619_22	27435	28349	endonuclease	DTR_357619_70	33373	away
DTR_357619	DTR_357619_268	159909	160994	endonuclease	DTR_357619_70	97144	away
DTR_357619	DTR_357619_452	267255	268049	endonuclease	DTR_357619_70	204490	away
DTR_357619	DTR_357619_468	281240	282220	resolvase	DTR_357619_70	218475	away
DTR_357619	DTR_357619_470	283181	284827	endonuclease	DTR_357619_70	220416	away
DTR_357619	DTR_357619_529	327795	328535	endonuclease	DTR_357619_70	265030	away
DTR_357619	DTR_357619_59	53388	54689	recombinase	DTR_357619_70	7033	away
DTR_357619	DTR_357619_60	54718	55443	endonuclease	DTR_357619_70	6279	away
DTR_357619	DTR_357619_61	55444	57231	endonuclease	DTR_357619_70	4491	away
DTR_357619	DTR_357619_88	71547	72128	endonuclease	DTR_357619_70	8782	away
DTR_357619	DTR_357619_9	5654	7537	endonuclease	DTR_357619_70	54185	away
DTR_359810	DTR_359810_5	2105	2620	endonuclease	DTR_359810_50	33086	away
DTR_359810	DTR_359810_67	46462	47586	endonuclease	DTR_359810_50	9965	away
DTR_359873	DTR_359873_83	74480	75346	relaxase	DTR_359873_23	62731	away
DTR_359873	DTR_359873_241	152388	152879	endonuclease	DTR_359873_23	140639	away
DTR_359873	DTR_359873_32	18530	19108	endonuclease	DTR_359873_23	6781	away
DTR_359873	DTR_359873_53	48225	49202	integrase	DTR_359873_23	36476	away
DTR_359873	DTR_359873_82	73234	74250	integrase	DTR_359873_23	61485	away
DTR_359874	DTR_359874_204	101267	102469	recombinase	DTR_359874_50	64242	away
DTR_359874	DTR_359874_158	76669	77238	endonuclease	DTR_359874_50	39644	away
DTR_359874	DTR_359874_222	109384	109959	endonuclease	DTR_359874_50	72359	away
DTR_359874	DTR_359874_242	122606	123160	endonuclease	DTR_359874_50	85581	away
DTR_359874	DTR_359874_243	123157	123720	resolvase	DTR_359874_50	86132	away
DTR_359874	DTR_359874_253	128025	129914	endonuclease	DTR_359874_50	91000	away
DTR_359874	DTR_359874_49	35744	36535	endonuclease	DTR_359874_50	0	overlapped
DTR_359876	DTR_359876_38	35576	36145	endonuclease|resolvase	DTR_359876_39	0	overlapped
DTR_359876	DTR_359876_38	35576	36145	endonuclease|resolvase	DTR_359876_39	0	overlapped
DTR_359876	DTR_359876_68	50682	51215	endonuclease	DTR_359876_39	14004	away
DTR_359876	DTR_359876_87	62118	63026	integrase|recombinase	DTR_359876_39	25440	away
DTR_359876	DTR_359876_87	62118	63026	integrase|recombinase	DTR_359876_39	25440	away
DTR_360146	DTR_360146_128	98810	99655	transposase	DTR_360146_103	16957	away
DTR_360146	DTR_360146_130	99958	101034	recombinase	DTR_360146_103	18105	away
DTR_360146	DTR_360146_4	3319	4449	integrase	DTR_360146_103	76901	away
DTR_360146	DTR_360146_130	99958	101034	recombinase	DTR_360146_103	18105	away
DTR_360146	DTR_360146_132	101297	102247	resolvase	DTR_360146_103	19444	away
DTR_360146	DTR_360146_4	3319	4449	integrase	DTR_360146_103	76901	away
DTR_363053	DTR_363053_196	166853	167560	endonuclease	DTR_363053_36	126470	away
DTR_363053	DTR_363053_70	70791	71444	endonuclease	DTR_363053_36	30408	away
DTR_363282	DTR_363282_278	256265	256852	endonuclease	DTR_363282_164	86599	away
DTR_365565	DTR_365565_41	21481	22734	transposase	DTR_365565_72	17705	away
DTR_365565	DTR_365565_40	19613	20827	transposase	DTR_365565_72	19612	away
DTR_365565	DTR_365565_41	21481	22734	transposase	DTR_365565_72	17705	away
DTR_365565	DTR_365565_68	36680	37306	endonuclease	DTR_365565_72	3133	away
DTR_365565	IS200/IS605	19613	20827	IS	DTR_365565_72	19612	away
DTR_365565	IS607	21402	22755	IS	DTR_365565_72	17684	away
DTR_372098	DTR_372098_85	61306	61803	endonuclease	DTR_372098_58	16367	away
DTR_372098	DTR_372098_96	69691	70314	endonuclease	DTR_372098_58	24752	away
DTR_373670	DTR_373670_75	47169	48200	transposase	DTR_373670_140	43459	away
DTR_373670	DTR_373670_150	96465	97994	endonuclease	DTR_373670_140	4258	away
DTR_373670	DTR_373670_196	151208	152149	resolvase	DTR_373670_140	59001	away
DTR_373670	DTR_373670_214	168493	169530	endonuclease	DTR_373670_140	76286	away
DTR_373670	DTR_373670_215	169596	170777	endonuclease	DTR_373670_140	77389	away
DTR_373670	DTR_373670_221	175889	176344	endonuclease	DTR_373670_140	83682	away
DTR_373670	DTR_373670_255	205693	206148	endonuclease	DTR_373670_140	113486	away
DTR_373670	DTR_373670_4	1443	2741	transposase	DTR_373670_140	88918	away
DTR_373670	DTR_373670_6	3644	4906	transposase	DTR_373670_140	86753	away
DTR_373670	DTR_373670_75	47169	48200	transposase	DTR_373670_140	43459	away
DTR_373670	DTR_373670_93	59334	60434	transposase	DTR_373670_140	31225	away
DTR_373670	DTR_373670_98	62559	63896	transposase	DTR_373670_140	27763	away
DTR_373670	IS200/IS605	945	1333	IS	DTR_373670_140	90326	away
DTR_373670	IS200/IS605	1443	3530	IS	DTR_373670_140	88129	away
DTR_373670	IS200/IS605	3644	4906	IS	DTR_373670_140	86753	away
DTR_373670	IS1595	47071	48195	IS	DTR_373670_140	43464	away
DTR_373670	IS200/IS605	59125	60434	IS	DTR_373670_140	31225	away
DTR_373670	IS200/IS605	60566	63896	IS	DTR_373670_140	27763	away
DTR_377359	DTR_377359_220	211363	212592	recombinase	DTR_377359_154	62372	away
DTR_377359	DTR_377359_64	78302	79075	endonuclease	DTR_377359_154	69395	away
DTR_377359	DTR_377359_7	15736	16338	endonuclease|resolvase	DTR_377359_154	132132	away
DTR_377359	DTR_377359_7	15736	16338	endonuclease|resolvase	DTR_377359_154	132132	away
DTR_381018	DTR_381018_42	34444	35535	recombinase	DTR_381018_85	25498	away
DTR_381018	DTR_381018_157	112866	113393	endonuclease	DTR_381018_85	51324	away
DTR_381018	DTR_381018_20	13895	14416	endonuclease|endonuclease	DTR_381018_85	46617	away
DTR_381018	DTR_381018_42	34444	35535	recombinase	DTR_381018_85	25498	away
DTR_381018	DTR_381018_44	36308	36883	endonuclease	DTR_381018_85	24150	away
DTR_383375	DTR_383375_73	45942	46523	endonuclease	DTR_383375_44	18367	away
DTR_386015	DTR_386015_101	96466	97317	transposase	DTR_386015_91	5052	away
DTR_386015	DTR_386015_49	49663	50832	integrase	DTR_386015_91	40103	away
DTR_386015	DTR_386015_83	83700	84722	recombinase	DTR_386015_91	6213	away
DTR_386015	DTR_386015_49	49663	50832	integrase	DTR_386015_91	40103	away
DTR_386015	DTR_386015_65	66214	67749	integrase	DTR_386015_91	23186	away
DTR_386015	DTR_386015_82	82801	83691	resolvase	DTR_386015_91	7244	away
DTR_386015	DTR_386015_83	83700	84722	recombinase	DTR_386015_91	6213	away
DTR_386015	DTR_386015_88	88842	89417	endonuclease	DTR_386015_91	1518	away
DTR_386335	DTR_386335_17	7635	8804	integrase	DTR_386335_181	118454	away
DTR_386335	DTR_386335_103	81193	82089	integrase|recombinase	DTR_386335_181	45169	away
DTR_386335	DTR_386335_103	81193	82089	integrase|recombinase	DTR_386335_181	45169	away
DTR_386335	DTR_386335_17	7635	8804	integrase	DTR_386335_181	118454	away
DTR_386335	DTR_386335_201	143285	144166	endonuclease	DTR_386335_181	15455	away
DTR_386335	DTR_386335_86	73381	74499	transposase	DTR_386335_181	52759	away
DTR_386335	IS200/IS605	73381	74499	IS	DTR_386335_181	52759	away
DTR_387290	DTR_387290_83	51136	52152	recombinase	DTR_387290_108	9584	away
DTR_387290	DTR_387290_76	47791	48642	integrase	DTR_387290_108	13094	away
DTR_387290	DTR_387290_14	14009	15034	integrase	DTR_387290_108	46702	away
DTR_387290	DTR_387290_183	118172	119416	integrase	DTR_387290_108	55825	away
DTR_387290	DTR_387290_76	47791	48642	recombinase|resolvase	DTR_387290_108	13094	away
DTR_387290	DTR_387290_76	47791	48642	recombinase|resolvase	DTR_387290_108	13094	away
DTR_387290	DTR_387290_83	51136	52152	integrase	DTR_387290_108	9584	away
DTR_388978	DTR_388978_13	7482	7946	endonuclease	DTR_388978_61	40732	away
DTR_389051	DTR_389051_51	32154	32618	endonuclease	DTR_389051_17	20402	away
DTR_389051	DTR_389051_84	60603	61244	endonuclease	DTR_389051_17	48851	away
DTR_399400	DTR_399400_138	70020	70298	endonuclease	DTR_399400_157	15570	away
DTR_399400	DTR_399400_147	81004	81921	resolvase	DTR_399400_157	3947	away
DTR_399400	DTR_399400_241	153762	154214	endonuclease	DTR_399400_157	67310	away
DTR_399400	DTR_399400_255	160129	160779	endonuclease	DTR_399400_157	73677	away
DTR_399400	DTR_399400_266	166618	167034	endonuclease	DTR_399400_157	80166	away
DTR_399400	DTR_399400_43	17869	18342	endonuclease	DTR_399400_157	67526	away
DTR_399400	DTR_399400_66	28445	30091	endonuclease	DTR_399400_157	55777	away
DTR_399400	DTR_399400_67	30084	30800	endonuclease	DTR_399400_157	55068	away
DTR_405819	DTR_405819_22	18284	19375	recombinase	DTR_405819_63	25330	away
DTR_405819	DTR_405819_128	94258	94785	endonuclease	DTR_405819_63	49059	away
DTR_405819	DTR_405819_22	18284	19375	recombinase	DTR_405819_63	25330	away
DTR_405819	DTR_405819_24	20148	20723	endonuclease	DTR_405819_63	23982	away
DTR_405932	DTR_405932_36	33185	33871	endonuclease	DTR_405932_46	4408	away
DTR_405932	DTR_405932_38	35002	35640	endonuclease	DTR_405932_46	2639	away
DTR_405932	DTR_405932_60	47341	47901	endonuclease	DTR_405932_46	8553	away
DTR_407797	DTR_407797_200	144099	145352	transposase	DTR_407797_100	64509	away
DTR_407797	DTR_407797_252	227173	228261	transposase	DTR_407797_100	147583	away
DTR_407797	DTR_407797_127	94854	96104	transposase	DTR_407797_100	15264	away
DTR_407797	DTR_407797_2	61	729	endonuclease	DTR_407797_100	78382	away
DTR_407797	DTR_407797_200	144099	145352	transposase	DTR_407797_100	64509	away
DTR_407797	DTR_407797_231	181414	182661	endonuclease	DTR_407797_100	101824	away
DTR_407797	DTR_407797_252	227173	228261	transposase	DTR_407797_100	147583	away
DTR_407797	IS200/IS605	94854	96095	IS	DTR_407797_100	15264	away
DTR_407797	IS607	144038	145470	IS	DTR_407797_100	64448	away
DTR_407797	IS200/IS605	227173	228261	IS	DTR_407797_100	147583	away
DTR_408161	DTR_408161_117	88540	89640	transposase	DTR_408161_8	81794	away
DTR_408161	DTR_408161_180	131180	132277	transposase	DTR_408161_8	124434	away
DTR_408161	DTR_408161_235	187822	188919	transposase	DTR_408161_8	181076	away
DTR_408161	DTR_408161_117	88540	89640	transposase	DTR_408161_8	81794	away
DTR_408161	DTR_408161_144	111752	112204	transposase	DTR_408161_8	105006	away
DTR_408161	DTR_408161_145	112566	112847	transposase	DTR_408161_8	105820	away
DTR_408161	DTR_408161_180	131180	132277	transposase	DTR_408161_8	124434	away
DTR_408161	DTR_408161_217	163217	166738	endonuclease	DTR_408161_8	156471	away
DTR_408161	DTR_408161_235	187822	188919	transposase	DTR_408161_8	181076	away
DTR_408161	DTR_408161_238	191515	192360	endonuclease	DTR_408161_8	184769	away
DTR_408161	DTR_408161_241	193672	194439	endonuclease	DTR_408161_8	186926	away
DTR_408161	DTR_408161_245	198125	199540	endonuclease	DTR_408161_8	191379	away
DTR_408161	DTR_408161_252	204341	205369	resolvase	DTR_408161_8	197595	away
DTR_408161	DTR_408161_253	205359	205631	endonuclease	DTR_408161_8	198613	away
DTR_408161	IS200/IS605	88576	89640	IS	DTR_408161_8	81830	away
DTR_408161	IS200/IS605	111752	112847	IS	DTR_408161_8	105006	away
DTR_408161	IS200/IS605	131180	132277	IS	DTR_408161_8	124434	away
DTR_408161	IS200/IS605	187822	188919	IS	DTR_408161_8	181076	away
DTR_408772	DTR_408772_208	202461	203078	transposase	DTR_408772_245	23243	away
DTR_408772	DTR_408772_224	212485	213585	transposase	DTR_408772_245	12736	away
DTR_408772	DTR_408772_43	29173	30426	transposase	DTR_408772_245	195895	away
DTR_408772	DTR_408772_1	1	576	transposase	DTR_408772_245	225745	away
DTR_408772	DTR_408772_208	202461	203078	resolvase|transposase	DTR_408772_245	23243	away
DTR_408772	DTR_408772_208	202461	203078	resolvase|transposase	DTR_408772_245	23243	away
DTR_408772	DTR_408772_209	203056	204249	transposase	DTR_408772_245	22072	away
DTR_408772	DTR_408772_216	208337	209548	transposase	DTR_408772_245	16773	away
DTR_408772	DTR_408772_224	212485	213585	transposase	DTR_408772_245	12736	away
DTR_408772	DTR_408772_242	224014	224655	endonuclease	DTR_408772_245	1666	away
DTR_408772	DTR_408772_254	232677	233192	transposase	DTR_408772_245	5877	away
DTR_408772	DTR_408772_43	29173	30426	transposase	DTR_408772_245	195895	away
